Sr.No,Round ▲▼,Institute ▲▼,Program ▲▼,Stream ▲▼,Seat Type ▲▼,Quota ▲▼,Category ▲▼,Opening Rank ▲▼,Closing Rank ▲▼
420,Round 1,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,1427,1427
421,Round 1,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,278,842
422,Round 1,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,920,1198
423,Round 1,"GOVERMENT COLLEGE OF ENGINEERING AND LEATHER TECHNOLOGY, KOLKATA",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,614,614
424,Round 1,"GOVERMENT COLLEGE OF ENGINEERING AND LEATHER TECHNOLOGY, KOLKATA",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,616,616
425,Round 1,"GOVERMENT COLLEGE OF ENGINEERING AND LEATHER TECHNOLOGY, KOLKATA",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,1059,1059
426,Round 1,"GOVERMENT COLLEGE OF ENGINEERING AND LEATHER TECHNOLOGY, KOLKATA",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,316,536
427,Round 1,"TECHNO MAIN SALT LAKE, SECTOR-V, SALT LAKE",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,325,1310
428,Round 1,"TECHNO MAIN SALT LAKE, SECTOR-V, SALT LAKE",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,4093,4093
429,Round 1,"TECHNO MAIN SALT LAKE, SECTOR-V, SALT LAKE",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1727,3580
430,Round 1,"TECHNO MAIN SALT LAKE, SECTOR-V, SALT LAKE",Electronics And Instrumentation Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2629,4516
431,Round 1,"TECHNO MAIN SALT LAKE, SECTOR-V, SALT LAKE",Food Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,710,3052
432,Round 1,"TECHNO MAIN SALT LAKE, SECTOR-V, SALT LAKE",Computer Science & Engineering (Cyber Security),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2232,3720
433,Round 1,"TECHNO MAIN SALT LAKE, SECTOR-V, SALT LAKE",ELECTRONICS & COMPUTER SCIENCE,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1516,1516
434,Round 1,"TECHNO MAIN SALT LAKE, SECTOR-V, SALT LAKE",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,521,3806
435,Round 1,"TECHNO MAIN SALT LAKE, SECTOR-V, SALT LAKE",Computer Science & Engineering (Data Science),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3832,4345
436,Round 1,"BIRBHUM PHARMACY SCHOOL, HETAMPUR, BIRBHUM",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,196,550
437,Round 1,"EMINENT COLLEGE OF PHARMACEUTICAL TECHNOLOGY, BARASAT",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,423,479
438,Round 1,"GLOBAL COLLEGE OF PHARMACEUTICAL TECHNOLOGY, KRISHNANAGAR",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,406,623
439,Round 1,"P.G. INSTITUTE OF MEDICAL SCIENCES, CHANDRAKONA",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,79,103
440,Round 1,"ADAMAS UNIVERSITY, BARASAT",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1840,1840
441,Round 1,"ADAMAS UNIVERSITY, BARASAT",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,302,556
442,Round 1,"SCHOOL OF PHARMACY, TECHNO INDIA UNIVERSITY, SALT LAKE",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,121,388
443,Round 1,"TECHNO INDIA UNIVERSITY, SALT LAKE",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2703,4413
444,Round 1,"TECHNO INDIA UNIVERSITY, SALT LAKE",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1521,3925
445,Round 1,"TECHNO INDIA UNIVERSITY, SALT LAKE",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1590,4558
446,Round 1,"TECHNO INDIA UNIVERSITY, SALT LAKE",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2174,3423
447,Round 1,"TECHNO INDIA UNIVERSITY, SALT LAKE",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1025,4405
448,Round 1,"SISTER NIVEDITA UNIVERSITY, NEW TOWN",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,719,719
449,Round 1,"SISTER NIVEDITA UNIVERSITY, NEW TOWN",COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,3818,3818
450,Round 1,"BIDHAN CHANDRA KRISHI VISWA VIDYALAYA, MOHANPUR, NADIA",Agricultural Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,905,1372
451,Round 1,"BIDHAN CHANDRA KRISHI VISWA VIDYALAYA, MOHANPUR, NADIA",Agricultural Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,3059,3711
452,Round 1,"BIDHAN CHANDRA KRISHI VISWA VIDYALAYA, MOHANPUR, NADIA",Agricultural Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,2312,2312
453,Round 1,"BIDHAN CHANDRA KRISHI VISWA VIDYALAYA, MOHANPUR, NADIA",Agricultural Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1704,1724
454,Round 1,"BIDHAN CHANDRA KRISHI VISWA VIDYALAYA, MOHANPUR, NADIA",Agricultural Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,ST,3194,3194
455,Round 1,Jadavpur University,Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,190,190
456,Round 1,Jadavpur University,Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,178,178
457,Round 1,Jadavpur University,Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,417,417
458,Round 1,Jadavpur University,Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,83,144
459,Round 1,Jadavpur University,Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,197,431
460,Round 1,Jadavpur University,Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,ST,519,519
461,Round 1,Jadavpur University,Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,42,42
462,Round 1,Jadavpur University,Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,44,44
463,Round 1,Jadavpur University,Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,70,70
464,Round 1,Jadavpur University,Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,4,38
465,Round 1,Jadavpur University,Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,64,147
466,Round 1,Jadavpur University,Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,ST,860,860
467,Round 1,Jadavpur University,Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,35,35
468,Round 1,Jadavpur University,Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,25,25
469,Round 1,Jadavpur University,Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,52,52
470,Round 1,Jadavpur University,Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,10,18
471,Round 1,Jadavpur University,Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,81,93
472,Round 1,Jadavpur University,Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,80,80
473,Round 1,Jadavpur University,Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,62,62
474,Round 1,Jadavpur University,Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,384,384
475,Round 1,Jadavpur University,Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,19,61
476,Round 1,Jadavpur University,Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,71,207
477,Round 1,Jadavpur University,Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,ST,350,350
478,Round 1,Jadavpur University,Chemical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,166,166
479,Round 1,Jadavpur University,Chemical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,139,139
480,Round 1,Jadavpur University,Chemical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,249,249
481,Round 1,Jadavpur University,Chemical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,47,114
482,Round 1,Jadavpur University,Chemical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,297,382
483,Round 1,Jadavpur University,Chemical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,ST,1390,1390
484,Round 1,Jadavpur University,Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,21,21
485,Round 1,Jadavpur University,Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,24,24
486,Round 1,Jadavpur University,Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,26,26
487,Round 1,Jadavpur University,Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,3,9
488,Round 1,Jadavpur University,Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,34,69
489,Round 1,Jadavpur University,Production Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,189,189
490,Round 1,Jadavpur University,Production Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,287,287
491,Round 1,Jadavpur University,Production Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,72,121
492,Round 1,Jadavpur University,Production Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,280,280
493,Round 1,Jadavpur University,Metallurgical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,96,150
494,Round 1,Jadavpur University,Metallurgical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,524,524
495,Round 1,Jadavpur University,Power Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,179,179
496,Round 1,Jadavpur University,Power Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,392,392
497,Round 1,Jadavpur University,Power Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,58,65
498,Round 1,Jadavpur University,Power Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,288,288
499,Round 1,Jadavpur University,B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,Home State,OBC - A,5,5
500,Round 1,Jadavpur University,B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,Home State,EWS,15,15
501,Round 1,Jadavpur University,B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,Home State,Open,1,4
502,Round 1,Jadavpur University,B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,Home State,SC,9,9
503,Round 1,Jadavpur University,Construction Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,215,215
504,Round 1,Jadavpur University,Construction Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,777,777
505,Round 1,Jadavpur University,Construction Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,170,201
506,Round 1,Jadavpur University,Construction Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,525,525
507,Round 1,Jadavpur University,Food Technology And Bio Chemical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,128,194
508,Round 1,Jadavpur University,Food Technology And Bio Chemical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,559,559
509,Round 1,Jadavpur University,Electronics & Tele-Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,33,33
510,Round 1,Jadavpur University,Electronics & Tele-Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,48,48
511,Round 1,Jadavpur University,Electronics & Tele-Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,90,90
512,Round 1,Jadavpur University,Electronics & Tele-Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,8,32
513,Round 1,Jadavpur University,Electronics & Tele-Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,100,130
514,Round 1,Jadavpur University,Instrumentation & Electronics,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,54,54
515,Round 1,Jadavpur University,Instrumentation & Electronics,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,200,200
516,Round 1,Jadavpur University,Instrumentation & Electronics,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,29,46
517,Round 1,Jadavpur University,Instrumentation & Electronics,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,107,107
518,Round 1,Jadavpur University,PRINTING ENGINEERING,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,133,220
519,Round 1,Jadavpur University,PRINTING ENGINEERING,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,375,375
520,Round 1,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,679,933
521,Round 1,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,1353,1551
522,Round 1,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,1016,1016
523,Round 1,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,3364,3364
524,Round 1,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1331,1681
525,Round 1,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,ST,2181,2181
526,Round 1,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,296,604
527,Round 1,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,1253,1266
528,Round 1,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,855,855
529,Round 1,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,1946,1946
530,Round 1,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,826,1293
531,Round 1,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,ST,1357,1357
532,Round 1,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,225,1297
533,Round 1,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,1558,2301
534,Round 1,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,1425,1425
535,Round 1,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,4718,4718
536,Round 1,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open (PwD),2349,2349
537,Round 1,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1737,2802
538,Round 1,"MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY, WEST BENGAL",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,ST,2884,2884
539,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,346,1207
540,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,2040,2334
541,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,1314,1314
542,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,1866,1866
543,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1317,1702
544,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,ST,2433,2433
545,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,162,1384
546,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,1592,1606
547,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,1434,1434
548,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,1905,1905
549,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1567,1596
550,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,ST,2075,2075
551,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,952,1168
552,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,1684,1684
553,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,3980,3980
554,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1412,1412
555,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,571,835
556,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,1327,1327
557,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,2203,2203
558,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1366,1366
559,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,237,1405
560,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,1889,1889
561,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1514,1514
562,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Applied Electronics And Instrumentation Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,706,2246
563,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Applied Electronics And Instrumentation Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,2903,3702
564,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Applied Electronics And Instrumentation Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,2344,2344
565,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Applied Electronics And Instrumentation Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,2585,3602
566,Round 1,UNIVERSITY OF CALCUTTA,Jute & Fibre Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,895,2456
567,Round 1,UNIVERSITY OF CALCUTTA,Jute & Fibre Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,2738,3734
568,Round 1,UNIVERSITY OF CALCUTTA,Jute & Fibre Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,ST,3046,3046
569,Round 1,"UNIVERSITY OF KALYANI, KALYANI",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,584,703
570,Round 1,"UNIVERSITY OF KALYANI, KALYANI",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,1935,1935
571,Round 1,"UNIVERSITY OF KALYANI, KALYANI",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1193,1193
572,Round 1,"UNIVERSITY OF KALYANI, KALYANI",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,228,655
573,Round 1,"UNIVERSITY OF KALYANI, KALYANI",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,1890,1890
574,Round 1,"UNIVERSITY OF KALYANI, KALYANI",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,848,1096
575,Round 1,"UNIVERSITY OF KALYANI, KALYANI",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,177,224
576,Round 1,"UNIVERSITY OF KALYANI, KALYANI",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,578,578
577,Round 1,"UNIVERSITY OF KALYANI, KALYANI",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,628,628
578,Round 1,"UNIVERSITY OF KALYANI, KALYANI",Electronics And Instrumentation Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,374,501
579,Round 1,"UNIVERSITY OF KALYANI, KALYANI",Electronics And Instrumentation Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,708,708
580,Round 1,"UNIVERSITY OF KALYANI, KALYANI",Electronics And Instrumentation Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,768,768
581,Round 1,"FACULTY OF TECHNOLOGY, UTTAR BANGA KRISHI VISWAVIDYALAYA",Agricultural Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,673,1773
582,Round 1,"FACULTY OF TECHNOLOGY, UTTAR BANGA KRISHI VISWAVIDYALAYA",Agricultural Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,2509,2509
